,comment,title,date
245,나도kt lte 쓰는데 자주 폰에서 인터넷이 끊기거나 느려서 조만간 갈아탈 예정,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 13:15
246,와 개공감함 kt5년이상 핸드폰 인터넷 쓰는중인데 어느순간 인터넷 간헐적으로 존나 끊기고 핸드폰도 간헐적으로 안터짐,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 13:08
247,요즘 kt 인터넷이 문제 많다는 소리 때문에 상대적 올려치기인듯,포텐글보고 깜놀한게,2023-11-08 13:00
248,kt인터넷도 쓰레긴데 모바일은 더 쓰레기임,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 12:58
249,"sk는 가격빼면 다좋고 절충안이 lg, kt는 쓰레기임 그냥 ㅋㅋkt인터넷 좋다고 좋다고 하는데 헤비유저들 이탈 ㅈㄴ많음",현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 12:49
250,폰을 알뜰폰 sk망으로 쓰면 해결 되지 인터넷은 무조건 kt 이거 해야함,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 12:30
251,그래도 인터넷은 kt임 sk개쓰렉,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 12:28
252,인터넷은 kt쓰라던데 skt가 나음?,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 12:26
253,KT 약정다돼서 폰은일단 바꿨고 TV인터넷 바꿀라니까 이리 비쌌나 싶기도 하고 결합할인이 날 구속했었다,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 12:11
254,kt 탈출은 지능순이다 당장 skt로 바꿔라 언제부턴가 인터넷 존나 끊기고 불안정함 품질 개쓰레기 그래도 lg는 절대 안감ㅋㅋ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 12:06
255,은행말고 kt이색기들도 악질인게 인터넷 신청 할때는 엄청 빠르게 잡아주면서 해지할려고 하면 1시간 전화돌림 ㅋㅋㅋㅋㅋ진짜,은행에 대한 민원은 무조건 금감원에 넣으셈,2023-11-08 12:03
256,인터넷땜에 아직은 kt,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 12:03
257,Kt 인터넷은 괜찮은데 핸드폰은 씨발같이 안터짐 개새끼들,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 11:59
258,단자함 kt 모뎀에서 벽 3개로 쏴주는형태임 거실1개 방2개 근데 방금 사서 연결한거라 그런지 70메가나오던데 5g 와이파이가 코앞에서 어제 1기가인터넷으로 업글까지햇는데 좀 아닌거같아서 찾아봐야될듯,님들 벽 랜선 무조건 설치돼있는거 써야됨?,2023-11-08 11:57
259,kt 씨발 요새 인터넷 너무 끊겨 집인데도,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 11:54
260,kt 5g 매장 사무실만 들어가면 안 터져서 짜증남 비싼 5g 요금제 써도 lte 써야됨. 집 인터넷도 kt 쓰는데 핑 존나 튀고. kt 쓰는 사람 나밖에 없어서 s24 나올 때 알뜰폰으로 아예 갈아탈 거임,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 11:42
261,유선 인터넷 KT이고 무선망은 SK아니냐 ㅋㅋ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 11:30
262,내가 이것때문에 빡쳐서 skt로 다시 변경했더니 끊기는거 사라짐. Kt 핸드폰 인터넷 개ㅈ구린거 맞음 ㅋㅋ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 11:28
263,KT욕하면 가만 안둠..그나마 이시골 깡촌까지 인터넷이랑 iptv깔아 주는게 kt이고만..lg랑 sk는 돈대는 아파트만 들어가는 개잡놈들임,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 11:25
264,그럼 폰은 sk 쓰고 집 인터넷이랑 wifi는 kt를 쓰란말이심?? 참고로 iptv는 안씀...,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 11:24
265,"이러기도 쉽지않은데 이걸 해내네,,,kt 하긴 요즘 인터넷속도로 문제많긴하더라...",현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 11:23
266,ㄴㄴ인터넷은 무조건 KT 인터넷은 광랜인가 그 땅 아래 케이블 사업 땜에 넘사임,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 11:21
267,z690 토마호크 쓰고 kt 인터넷 썼었는데 일주일에 2~3번은 갑자기 10초정도씩 끊겨서 메인보드 문제인 줄 알았는데 인티폰 같이 슼으로 옮기면서 통신사 문제인 걸 알게 됨 ㅋㅋㅋ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 11:18
268,온가족 lG쓰는ㄷㅔ 인터넷이랑 티비결합하고 핸드폰까지 할인받아서 좋고 Lg는 멤버십 해택이 그나마 좋음 KT는 구림,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 11:16
269,걍 에스케이를 가셈. lg통신사는 가격 원툴임 통화 품질 구리고 짱개 화웨이 쓰고 유출 걱정 있고 장기 이용 혜택은 3사중 제일 구리고 케이티도 엘지보다 비싼 가격에 인터넷 품질 구리고 에스케이는 비싸긴 해도 장기 이용자 혜택 가장 좋고 가족 결합하면 더 좋고 인터넷 통화품질 가장좋고 너가 미래룰 생각하면 스크가 나음 무선은(통신사) skt 유선은(인터넷) kt ipt...,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 11:14
270,일단 KT 5G 끊기는 상황 개많고 인터넷도 요즘 존나 끊기더라,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 11:13
271,평생 kt쓰다가 LG로 처음 바꾸고 대 만족중 본인 일하면서 가끔 꼭 들려아하는곳이 좀 구석진 방이 하나 있는데 거기 갈때마다 인터넷 안돼서 엘지로 바꾸니까 잘됨. 부산사람임,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 11:11
272,LG많이 개선되긴했더라 ㅋㅋㅋ 옛날 인터넷티비 초반엔 티비보다가 지혼자 꺼지고 지랄해서 KT 갔다가 1년전쯤 LG다시 넘어왔는데 좋아진게 느껴짐 ㅋㅋㅋ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 10:58
273,나도 lg 인터넷 장기 유저인데 가끔씩 끊기고 구려서 lg에서 kt로 이동하려했는데 상담사가 제발 가지 말라고 매달 요금 이전 사용료의 6000원 할인 딜해서 안 갔음.ㅋㅋㅋ 인터넷만 만원대에서 사용 중. 기계랑 다 새 걸로 바꿔주고 상품권도 10만원 넘게 주는 걸로 딜. Kt는 할인 거의 없어서 그냥 lg 쭉 이용하는데 이전 기기보다 성능 더 좋은 거 같다ㅋㅋㅋ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 10:54
274,LG -&gt; KT 로 가족들이 통신사 변경해서 뒤늦게 폰 바꾸면서 이번에 바꿨는데 서울/판교 주로 오가는데 일단 KT 지하주차장에서 ㅈㄴ게 안터지고 간간히 인터넷 느린 현상 있음 ㅠ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 10:39
275,kt이새키들 통신투자 절대 안함 중계기 절대 안달어 엘티이조차 안터지는곳이 허다 유선인터넷 이거 하나로 버티는거임,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 10:27
276,kt 인터넷 150기가 쓰면 속도 제한 걸어버림 이것도 모르고 가입했다가 엄청 후회함.,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 10:16
277,한국전기통신공사 거쳐서 한국통신시절에 어마어마하게 깔아놓은 덕분에 kt는 ㄹㅇ 안들어가는곳이 없음ㅋㅋㅋ 요즘은 모르겠는데 군부대 인터넷도 다 kt고 tv도 kt스카이라이프 쓰자너 ㅋㅋ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 10:13
278,KT 사용할때 예비군 받으러 산타면 인터넷 끊김 ㅋㅋ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 10:00
279,유선+인터넷은 KT 넘사벽.,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:49
280,KT는 인터넷 SK는 모바일 국룰,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:48
281,KT는 유선인터넷 결합 해논거 가지고 배짱 장사 하는 느낌이 듬.. lte 축소 한거 아닌가 싶을정도로 요새 상태가 좀 안좋음,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:46
282,Kt 는 유선인터넷 원툴 아니냐? Sk는 무선망에서 좋고 Lg는 iptv쪽이 좋던데,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:42
283,Kt 슬슬 거를때 된듯 억지로쓰고있는데 이사가면 싹다바꿀거 특히 인터넷 ㅅㅂ 한번씩 끊길때마다 혈압 인터넷 좋다는것도 옛말이다 걍 슼 엘 쓰셈,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:37
284,"kt 인터넷 다운속도 갑자기 5mb 아래로 떨어지는 현상이 매일같이 비슷한 시간대에 발생함; 업로드 속도는 정상, 그 때 바로 상담사 연결하려고 해도 시간이 늦어 상담사 연결을 할 수 없음;;; 근데 한 5~10분 사이에 정상적으로 돌아와서 애매함ㅋ개열받음",현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:30
285,3사 다 써본 결과 kt가 제일 인터넷 품질 쓰레기임 엘지도 딱히 좋지는 않은데...kt에 비하면 선녀,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:30
286,"서울인데 kt 인터넷 진짜 자잘하게 많이, 시발소리 나올정도로 크게 종종 끊김. 진짜 개씨발임",현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:28
287,그것도 옛말임 kt인터넷존나 끊김,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:26
288,KT인터넷도 옛말이야 ㅆㅂ 존나 끊겨서 바꿀려고 했는데 결합때문에 못 바꿈,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:26
289,올레티비랑 유선인터넷때문에 결합한다고 어쩔수 없이 kt 씀.. 솔직히 티비랑 인터넷은 다써봐도 kt가 젤 나은거 같아서,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:25
290,lte는 차이남. 나도 핸드폰통신은 skt&gt;lg&gt;kt라 생각. 인터넷은 그 kt대란났을때 빼고는 끊긴적 없어서 만족,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:20
291,반응들이 모바일은 sk 집 인터넷은kt 이건가,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:19
292,"엘지가 품질 안좋은지 모르겠음..엘지 오래쓰다가(와이프가 엘지라)퇴사하고 그냥 sk로 갈아탔는데 인터넷 품질 더 안좋음--;; 비싼거 쓰는데.. / 그리고 업무상 통신중개기 없는 신축아파트 자주 가는데 엘지만 살아남음 ㅋ sk, kt 먹통.. 그나마 엘지가 선방함. sk약정 끝나면 다시 엘지로 돌아갈 예정...ㅜ",현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:19
293,인터넷은 kt 이래서 많이 쓰니까 그만큼 튕기는 인간들도 잘보이는거같은데 걍 농네마다 집마다 케이스가 달라서,가족 기기 다 KT 통합해서 썼는데,2023-11-08 09:13
294,원래 유선 인터넷은 KT가 좋다 그랬는데 요새는 아닌가봄?,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:13
295,모바일은 sk가 너무 좋고 집 인터넷은 KT가 제일 좋더라,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:11
296,엥? 어디시길래... 부산은 인터넷 끊기는 일은 없던뎅 유선인터넷은 KT지만 무선은 SKT가 짱임,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:10
297,해외서버 인터넷은 kt..,PC 렉 너무 심함,2023-11-08 09:07
298,KT는 집 인터넷 말곤 메리트가 없긴해,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:06
299,핸드폰 : sk 인터넷 : kt 근본,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:03
300,그나마 kt가 인터넷 삼사 중에 품질 제일 좋을걸,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:01
301,옛날에주택살땐 sk lg인터넷쓸려고 선을 땡겨와야하니깐 시간좀 걸려요 하고 연락안주길래 그냥 kt인터넷썼는데 ㅋㅋ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 09:01
302,솔직히 티비 인터넷은 kt보다 좋고 폰은 ㅋㅋㅋ 체감이 없음 ㅋㅋㅋㅋ 요금은 근데 엘지가 더 쌈,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:56
303,"인터넷 모바일쪽은 skt, kt 양강 구도에 lg는 호흡기 달고 숨만 붙어있는줄 알았더니 내 주위에 lg 인터넷이나 통신사 쓰는 사람 못 본거 같은데 ... 혼자 착각하고 있었나보구만 ㅋ",현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:53
304,저도 kt인데 가끔씩 인터넷 안됨 짜증,가족 기기 다 KT 통합해서 썼는데,2023-11-08 08:48
305,잇섭형도 인터넷 속도때문에 kt에서 skt로 갈아타지않았나,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:48
306,나도 kt인데 티맵 키고 초행길 운전하다가 인터넷 끊겨서 길 잃음 ㅅㅂ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:48
307,걍유선인터넷은KT가갑임,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:46
308,별로 좋지않은듯 비제이들 가끔 인터넷 터질때보면 다 kt던데,가족 기기 다 KT 통합해서 썼는데,2023-11-08 08:41
309,ㅇㄱㄹㅇ 인터넷은 kt아니면 2.5gbps이상 공급자가 아예 없으니까 대체불가능임 폰은 씨발 장난질 얼마나 치는지 걍 존나 느림 씨발 한달에 결합해서 통신료만 20이 나가는데도 이럼,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:41
310,모바일은 sk가 넘사고 집인터넷은 원래 kt였는데 지금 개쓰레기돼서 나도 갈아타려고,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:40
311,Kt 인터넷 느린가요? ㅠ 겜할때 빠른 인터넷 쓰고싶은데 안쓰는게 나을려나? ㅠ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:38
312,그건 이동통신 말하는거일껄? 인터넷은 아직 딴 통신사도 다 kt회선 빌려쓰는거일텐데,포텐보니 kt인터넷 자체가 문제구나,2023-11-08 08:38
313,인터넷kt쓰고 자급제쓰면 어떰?,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:37
314,어 휴대폰은 몰라도 인터넷은 kt야 kt가 좋은게 아니라 lg인터넷이 좆후져 시발,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:36
315,유선인터넷 때문에 kt 쓸 수밖에 없음,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:35
316,Kt 인터넷 간헐적으로 안되는 경우 많아서 skt로 왔는대 훨씬 낫네,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:35
317,"집 지방 역세권 아파트인데, KT는 안방, 화장실에서 신호 안잡혀서 데이터는 고사하고 전화조차 안됨 유선인터넷 결합 때매 억지로 쓰고 있는데, 진짜 좆병신임",현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:35
318,옛날이나 kt지 최근들어서 인터넷때문에 ㅈㄴ 혐차오른거 보면 항상 kt였음,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:35
319,Sk쓰다 kt로넘어왔는데 똥칸에서 인터넷 느려지는거 개빡침.,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:34
320,Kt 인터넷 개병신인데 lg도 그러면 당연히 싼거 쓰지 ㅋㅋㅋㅋ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:34
321,인터넷때문에 그냥 kt씀 ㅠ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:33
322,인터넷은 kt 통신사는 skt,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:32
323,kt인터넷은 제일 좋지않음? 모바일회선이 쓰레기라 나도 이번에 알뜰로 넘어감,포텐보니 kt인터넷 자체가 문제구나,2023-11-08 08:31
324,"Kt는 인터넷도 ㅈ같은게, 어느날 갑자기 차단먹이고 따지려고 전화하니까 집에서 컴퓨터 2대로 인터넷 쓰는거 아니냐고 물어보면서 돈 더내라고 함. 노트북도 안쓰는데, 핸드폰도 컴퓨터로 계산할줄 몰랐네요.하고 전화 끊고 바로 skt로 갈아탐.",현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:30
325,인터넷- kt &gt;&gt; skt &gt;&gt; lg 모바일- skt &gt;&gt; lg &gt;&gt; kt,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:30
326,Tv는 u+고 모바일은 sk여 기가인터넷쓸꺼면 kt겠지? 하겠지만 그건 잇섭찾아가봐라,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:30
327,난 kt 잘되던데 sk인터넷이 자주끊겨서 바꿈 무선도 잘되는중,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:29
328,"집 인터넷은 kt , 통신사는 skt or lgt",현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:28
329,나 인터넷 sk쓰고 폰 kt인데 알고보니 인터넷은 kt 핸드폰 sk가 정석이었음..,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:28
330,KT 지금 한 10년 쓰는데.. 가족결합50% (인터넷 구결합이라 이게 가장쎔..) + 선택약정 25% 하면.. 폰요금 2만원정도 나와서 바꾸지 못하고 있는데 진지하게.. 걍 알뜰폰 갈까 생각중 진짜 KT존나 구림. 전화도 잘안되고 인터넷도 잘 안되고.. SK로 가고싶다 ㅠㅠ,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:28
331,폰은 sk 인터넷은 kt쓰는데 난 만족,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:27
332,인터넷은 KT 마저도 요즘 품질저하 진짜 지랄맞아서 그렇게 말을 못할 정도고 무선도 꼬라지가 U+ 이랑 자강두천하는데 더 비싸면 쓸 이유가 없긴 함,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:27
333,"Kt 인터넷은 괜찮은데, 그냥 모바일 요금제 싼거 찾아 알뜰폰으로 kt에서 이탈했을뿐",현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:25
334,난 lg로 인터넷 너무 자주 끊겨서 kt 넘어왔는데 kt도 가끔끊겨서 걍 skt가야하나 아님 아예 알뜰폰 가버릴까 고민중인데,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:25
335,인터넷은 KT가 평가 좋지 않았나 무선은 거기서 거기라는게 많았고 원인이 뭐지,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:24
336,유선인터넷 인질잡혀서 kt쓴다 나머지통신사들은 개쓰레기야,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:24
337,sk도 그럼... 내가 그래서 인터넷은 kt지 하고 바꾸려는데 kt도 그런다니...,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:23
338,네비에도 안뜨는 오지 간적있었는데 친구들 다 kt인데 skt인 나만 인터넷 잡히더라,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:14
339,원룸 kt인터넷 쓰는데 간헐적 끊김현상 해결방법 아시는분?,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 08:07
340,인터넷 해외서버랑 그런거 때문에 성능 생각하는 나는 kt 원하는데 가족들이랑 다 얽히면 결국 LG 쓰고 있게 되더라 ㅋㅋㅋㅋ 그런 쪽으로 뭔가 잘 해놔서 점유율 올랐나,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 07:49
341,인터넷 TV에서 LG유플이 강점이 있다고 본다 KT 인터넷 티비는 뭔가 좀 쓰는거도 불편함,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 07:47
342,나 kt 쓰는데 최근 1년정도 인터넷 끊기는 상황이 너무 많아짐,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 07:45
343,우리가족 올 kt에서 올 엘지로 옳김 인터넷 티비 다 올 엘지로감,현재 ㅈ됐다는 KT 통신사 근황,2023-11-08 07:43
344,유선인터넷이면 kt가 원래 제일 좋음,잡갤에 kt쓰는사람있니,2023-11-07 22:24
345,집인터넷은 확실히 kt가 좋고 핸폰은 kt만 써봐서 몰루,잡갤에 kt쓰는사람있니,2023-11-07 22:23
346,"나 폰,집 인터넷 둘다 kt인데",잡갤에 kt쓰는사람있니,2023-11-07 22:23
347,나도 집배선이 문제였던적이 있음 컴터는 아니고 인터넷이.. 글 내용이랑 유사했는데 특정시간만 되면 인터넷이 안되길래 kt에 전화하고 진상부리기 직전까지 갔었지 당시에 집 리모델링했었는데 배선 병신같이 해놨더라,컴퓨터 고장을 알아내기 어려운 이유,2023-11-07 20:37
348,ㄴ 그나마 KT 가 인터넷 빠름 ㅋㅋㅋ,스타x 아 유플러스 인터넷 조끗네,2023-11-07 20:03
349,그래서 인터넷은 KT도 ㅈ같긴하지만 낫지,스타x 아 유플러스 인터넷 조끗네,2023-11-07 20:02
350,으 좆지 색기들 인터넷은 kt 합시다,좆지 씨발년들,2023-11-07 17:10
351,얼핏 듣기로는 인터넷망은 kt가 다른 인터넷 통신사한테 망을 대여해주는 형태라고 들었는데 그래서 닥 kt,인터넷3사중에 그나마 인터넷 잘되는게 어디임?,2023-11-07 16:12
352,"나도 KT에서 LG로 바꾸고 끊김 현상 사라지고 속도도 잘 나옴. 잘 맞는 인터넷을 찾아야 됨. 꼭 어디 회사가 좋다가 아니라 내가 사는 동네에서 뭐가 잘 되나 확인하고 설치하는게 중요함. 예전처럼 무조건 인터넷은 KT, SKT가 좋고 엘지는 헬지다. 이건 이제는 틀린 말 같아.","김민교 공지 ""후""",2023-11-07 16:11
353,나 kt 썼었는데 겜 하다가 한 10초씩 인터넷 끊기는 경우가 일주일에 두 세 번은 있었어서 skt로 옮김,"김민교 공지 ""후""",2023-11-07 15:58
354,봉주리도 인터넷땜에 개고생 했는데 그때도 kt였고 뭐냐 이거 진짜 kt문젠가,"김민교 공지 ""후""",2023-11-07 15:55
355,"모바일은 SKT 쓰고, 인터넷만 LG나 KT로 이동해도 괜찮나요??",SKT 인터넷 재약정 하려고 전화했더니,2023-11-07 14:52
356,허허 iptime 와파6 공유기로 사면 개당 얼마정도 들까요? 속도는 굳이 안빨라도 되고 500메가 kt 인터넷 사용중입니다..,다른 회선 공유기 3개 자동전환 가능한가요?,2023-11-07 10:13
357,kt 인터넷 속도 측정하고 결과값 수준 미달 나오면 바로 as접수 가능함 ㄱㄱ,KT 인터넷 500M 사용중인데 속도가 좀 이상해.,2023-11-07 02:29
358,하필이면 인터넷 핸폰 KT 쓰는뎅 사두고 묵혀야 겠네욘 답변 감사합니다,애.드가드 할인하길래 사려는데 별로인가요??,2023-11-06 21:52
359,KT는 타 통신사와 달리 iptv에 공인ip를 할당해서 예를 들어 집에 인터넷이랑 티비 한대면 그 가정에서는 공인 ip를 두개 쓰게 됨,다른 회선 공유기 3개 자동전환 가능한가요?,2023-11-06 19:56
360,뽐뿌가 제일 많이 쓰는거 같음... 인터넷 품질은 KT,모요 처럼 인터넷가입 비교 해주는 사이트 있음?,2023-11-06 13:22
361,지역차이가 큰거같음 봉준이도 인터넷 문제있을때 kt가 젤 좋은데 바꿔봐야 의미있을까 하다가 3회선 다 놓고 LG로 했는데 제일 잘 됐다고 했음 지역마다 잘되는 인터넷이 있는듯,실시간 김민교 근황,2023-11-05 23:38
362,LG가 더 좋다 이런건 잘 모르겠는데 요즘 인터넷 문제 일어나는거 보면 거의 KT가 문제 일어나더라구요..?,실시간 김민교 근황,2023-11-05 23:35
363,인터넷 저거 동네마다 차이나던데 울동네는 kt만 좋고 lg sk 쓰레기라 kt만 쓰는중인데 사은품받고 다른데 바꾸고싶어도 바꾸질 못해,[김민교 공지,2023-11-05 23:22
364,kt 인터넷속도 몰래 제한걸었어서 비호감,"kt = 호감 , nc = 비호감 아니냐",2023-11-05 16:22
365,그냥 sk로 바꿔 나도 작업하는게 있어서 하루에 몇백기가는 금방에 테라 단위 까지 써본적 있거든 기가 인터넷 쓰는데 KT 메가패스 때부터 쓰다가 100 기가 넘어가면 속도제한 때문에 알아보다가 sk가 제한 없는걸 발견하고 냄큼 kt 해제하고 sk 로 옮겨서 지금까지 1년정도 잘 쓰는중 lg는 안써봐서 모르겠는데 sk는 qos 없음 헤비 유저면 sk가 답이야 난 지금까지 게임은...,아 KT 인터넷 너무 싫다.,2023-11-05 01:37
366,무선은 모르겠는데 유선망(집에서 쓰는 인터넷 같은)의 경우는 KT가 땅에 깔아둔거 대여?해서 통신사 들이 쓰는걸로 알고있음,내가 얼핏들은건데 우리나라 인터넷망이 전부 kt에서 뻗어나가는거라던데,2023-11-04 13:42
367,예전에 티원 연습실에도 kt 인터넷 쓴다는 이야기 있었는데 ㅋㅋㅋ근데 kt도 종종 말썽 꽤있지 않나,내가 얼핏들은건데 우리나라 인터넷망이 전부 kt에서 뻗어나가는거라던데,2023-11-04 13:34
368,자잘한 오류 버그 젤많은게 KT임 용량제한 시작한것도KT 알려지지않아서그렇지 KT가 말썽 가장많은 기업임 뜬금 동네 전체가 나갈떄도있고 진짜 문제없이 잘쓰는 동네는 많지않음 SK KT LG 다써봤지만 인터넷은 LG SK KT 순이라고생각함 속도는 의미없음 속도는 다똑같이 잘나옴 비대칭아닌이상은 비대칭은 집자체가 그런거라 어쩔수없고 지역 집마다 차이 날순있지만 전체지...,"김민교 공지 "" 하 """,2023-11-04 12:27
369,kt 인터넷은 꼭 이상해질때가 한번씩 있던데,"김민교 공지 "" 하 """,2023-11-04 11:17
370,남쪽 지방 사는데 온라인 디비전은 p2p 방식이라 본인과 상대 인터넷 상태로 결정됩니다. 아파트 살고 KT 기가100짜리? 쓰는데 온라인 디비전은 상대마다 다르지만 얼티에 비하면 선녀수준으로 괜찮아요. 인터넷 회선 점검 꼭 해보세요,FC24 구입 고려하다 30퍼 할인에 삿는데 개 후회함.,2023-11-04 11:16
371,23할때 진짜 인성 폐인급으로 쌍욕하면서 게임 했는데 이번엔 적당한 과금만 하니까 할만한거같음 근데 서버 ㅈ같은건 어쩔수 없엉... 다음 인터넷은 kt로 할 예정,24안산다는 넘들,2023-11-04 10:42
372,인터넷은 kt 휴대폰은 skt라고 배웠는디,"김민교 공지 "" 하 """,2023-11-04 06:47
373,진짜 죄송한데 행님들 엄마아빠 나 이렇게 sk에서 다 알뜰로 넘어갈라는데 인터넷은 어케 하면 됌 ? 옛날 가족할인으로 묶여있는데 걍 인터넷만 따로 kt나 skt로 넘어갈 수 있나?,SK 알뜰폰 요금제 정리해보았습니다,2023-11-04 00:39
374,님이 기가를 쓰든 100000000000기가를 쓰든 인터넷 회선이 구리면 안좋아용 ea서버가 무조건 우선이고 얘가 좋아도 님 회선이 구리면 구림 나도 kt 기가였는데 이사하고나서 정상화됨,형님덜 PC좆나 끊겨여 도와주세여,2023-11-04 00:13
375,징동도 뜬금포로 박고 8강딱 할수도 있을듯? 인터넷 다같이 안돼서 경기 하면서 실전 티어 정리한 KT가 유리할수도,이러면 징동 현재폼은 어떨지 좀 궁금하네,2023-11-03 22:36
376,kt기가지니 유트부로 우회 해서 네이버로 들어가셈 그럼 인터넷 가능 유투브로 롤드컵도 가능 우린. 그렇게 스포츠 보고. 그랬음 기가지니 뚫어서,도란 너무 못하는데..,2023-11-03 20:50
377,오 그래도 옛날보단 핑이 덜튀나보군여... 옛날에 핑이 너무 튀었어가지고.. 인터넷은 KT꺼 쓰는데,에펙 아직도 한국 서버 없나요??,2023-11-03 18:04
378,인터넷이 무상으로 제공 되나요??? 그런게 아니면 kt대칭이면 바꿔도 되지않을려나요??,혹시 KT 쓰다가 SK 쓰시는분 계신가요?,2023-11-03 16:33
