commnet
"('kt 인터넷도 요새 진짜 많이 끊김..', 0.25053882598876953, 'Yes')"
"('KT 시발련들이 상담사 연결도 잘안되게 빙빙쳐돌리고 맨날 기사보내서 방어만시키는데 이동네 다른 인터넷이 어떤지 모르겠어서 함부로 못바꾸겠어서 걍 쓰는데 좆같다', 0.2776365280151367, 'Yes')"
"('lg 개병신에 kt 개양아치 도대체 인터넷 어디써야되냐 ㅋㅋ', 0.24315214157104492, 'Yes')"
"('KT는 개좆같은게 만약에 하루종일컴텨켜봐서 인터넷끊긴기록 남기게해놓고 기록보면 하루에 한번무조건 끊기더라 ㅋㅋ 진짜 병신임 근데 들어보면 3사다 거기서거기임 진짜 속도는기대안하고 인터넷 안끊기는곳이라도 찾는게 베스트', 0.2794680595397949, 'Yes')"
"('한 10년 전에 kt썼었는데 100메가 어쩌고 하던거 썼음 근데 뭐 다운 받거나 하는데 잘나와야 500kb 나오고 2~300kb대라서 너무 느리니까 뭐 중계같은거 보면 버퍼 존나 걸리고 이래서 참다참다 kt 서비스센터 전화해서 인터넷이 너무 느리다 했더니 내 상품 뭔지 확인하고 하고나서 한다는 소리가 ""그래서 뭐 한 1메가 나오나요?"" 딱 진짜 저렇게 말했음 너무 충격적이라 ...', 0.34236574172973633, 'Yes')"
"('kt인터넷 문제', 0.2466590404510498, 'Yes')"
"('그래도 인터넷은 KT다..', 0.23468232154846191, 'Yes')"
"('kt인터넷 500mb사용중인데 저번주에 느려져서 사람불렀더니 그제서야 일주일동안 420mb로 속도나오다가 이번주 되니까 내려가서 310mb나옴 장난질 존나 침 이새끼들 통신사들 정부가 조치좀 해야되는데 버러지들이라', 0.27982354164123535, 'Yes')"
"('인터넷선 무지성 kt 맹신하지마라 동네마다 통신사 궁합이 다름 우리 아파트 단지는 kt가 진짜 별로고 lg가 괜찮음. 우리집은 10년 동안 전국적으로 다 끊긴걸 제외하면 1번 끊겼나? 암튼 영 아니다 싶으면 다른 통신사로 갈아타기 추천', 0.27892613410949707, 'Yes')"
"('선불인터넷 KT 쓰고 있는데 100짜리 쓰고 있음 100짜리는 어지간해서 느려도 80은 나오니까 4k 스트리밍 두대 돌려도 동시에 그럭저럭 인터넷 쓸만함', 0.2714211940765381, 'Yes')"
"('나도 kt쓰는데 암것도 안건드렸는데 인터넷 끊겨서 일시적이겠지 하고 하루 기다렸는데 그래도 안돼서 그제서 전화하니까 다음날 온다고 함. 찾아보니 24시간 이상 끊기면 위약금없이 해지 가능한데 내가 처음 안될때 전화 안해서 못해준다고함 ㅋㅋㅋㅋㅋㅋ 내부에 내 인터넷 끊긴거 기록 다 있을텐데ㅋㅋ kt쓰면 안되는 순간 고객센터 전화해라. 24시간 지나면 위약금없이 해...', 0.3103306293487549, 'Yes')"
"('KT 인터넷 애용중', 0.2355482578277588, 'Yes')"
"('외부 인터넷속도 측정하면 430mbps 나오는데 kt홈페이지에서는 다운802 업로드871 나오는데 이거 맞냐', 0.2697885036468506, 'Yes')"
"('KT 기가라이트 쓰는데 하루는 몇시간동안 대여섯번 확인해봤을때 지속적으로 속도가 20메가도 안나와서 핸드폰으로 고객센터 통화걸면서 다시 확인하니까 그 타이밍에 감쪽같이 속도 정상화됨 ㅋㅋㅋ 내가 인터넷,모바일 다 KT인데 설마 이런 연계도 해놓은걸까??', 0.29769277572631836, 'Yes')"
"('인터넷은 아직 kt가 아직은 무난할텐데', 0.23464107513427734, 'Yes')"
"('인터넷은 KT임 SKT U+ 둘 다 KT망 빌려서 쓰는거고 주말되면 SKT U+ 인터넷 터지는거 가관이다 ㄹㅇ 거기에 본인이 해외에 서버가 있는 게임을 하면 아직까지 KT가 좋음 핑 뜨는거나 멀티 할 때 안정성이 다름', 0.277740478515625, 'Yes')"
"('아니야 KT가 대칭형 인터넷이 진짜 많아', 0.23531413078308105, 'Yes')"
"('KT는 제가아는선에서는 인터넷동축케이블로 메인회선 들어가는경우 없다보면됨 다만 VDSL이라고 전화회선기반으로 들어가는경우가 간혹있는데 이런경우는 정말 드문케이스이고 동축만큼 업로드가 노답으로나오진않음 다만 회선방식이 예전방식이라 요즘 인터넷에비해 안정성이 좀 떨어지김함', 0.2950291633605957, 'Yes')"
"('kt에서 20년간 인터넷쓰고 iptv도 7-8년 일반전화는 본가에서 번호 두개 쓰던가 분가하면서 하나 가지고 오면서 명의만 바꾼거라 30년 넘게 썼는데 약정 다 끝나서 skt 알아보니 5천원 정도 더 싸길래 kt에 문의했더니 안된다고 거절해서 바로 skt로 3개 다 갈아탔다. 얘넨 고객을 완전 호구로 앎', 0.30596041679382324, 'Yes')"
"('그냥 통신3사 어차피 평은 다 똑같음 가까운 지인중에 통신3사중 한곳 기사있으면 물어보면 제일편함 내가사는지역 회선이 문제가없는지 내가사는건물 인터넷선로방식이 뭐로 들어오는지 기사가 똑바로설치해주는지 그게 제일 우선적으로 중요함 kt라고 안좋고 sk라고 좋고 절대적으로 그렇진않음 다만 평균품질이 kt가 제일 안정적이고 특히 해외게임하거나 해외서버 접속할땐 kt가...', 0.3075582981109619, 'Yes')"
"('그래도 인방하면 인터넷은 KT 써야지....', 0.24669456481933594, 'Yes')"
"('겜돌이들한테 kt 인터넷이 좋다는건 속도문제가 아닐껄 속도야 100메가 인터넷만 써도 게임하는덴 전혀 문제가 없지 해외 서버 이용하는 게임할때 kt인터넷이 가장 나아서 그런건데', 0.2807443141937256, 'Yes')"
"('그냥 sk로 바꿔 나도 작업하는게 있어서 하루에 몇백기가는 금방에 테라 단위 까지 써본적 있거든 기가 인터넷 쓰는데 KT 메가패스 때부터 쓰다가 100 기가 넘어가면 속도제한 때문에 알아보다가 sk가 제한 없는걸 발견하고 냄큼 kt 해제하고 sk 로 옮겨서 지금까지 1년정도 잘 쓰는중 lg는 안써봐서 모르겠는데 sk는 qos 없음 헤비 유저면 sk가 답이야 난 지금까지 게임은...', 0.30648207664489746, 'Yes')"
"('옛날에는 인터넷은 kt였는데 다 옛말이네ㅋㅋ', 0.2368478775024414, 'Yes')"
"('항상 테스트 중임ㅋㅋ 조만간 스크로 간다 시벌 KT 인터넷이랑 폰 4년째 쓰는 중인데 진짜 각 잡히면 바로 스크로 다 옮긴다', 0.2711465358734131, 'Yes')"
"('나는 한달전에 kt 인터넷 티비 3년 약정다되서 인터넷만 쓸려고 결합이랑 해지위약금 안생기는 날짜에 해지해달라고 상담원이랑 통화했었는데 이번에 보니까 결합해지위약금? 그게 3만6천원인가 청구되어있는거임ㅋ 그래서 고센에 따지니까 통화했던 상담원이 이게 왜 청구가 되었을까요? 라고 되묻더라 ㅋㅋ 그러면서 한달 요금 빼준다고 해서 그냥 알았다고 쇼부 봤는데 이거 ...', 0.30573296546936035, 'Yes')"
"('https://youtu.be/YLRFT11vqlw?t=162 KT 인터넷 쓰는거 맞다 무선만 옮긴거다', 0.23894214630126953, 'Yes')"
"('찾았다 ㅅㅂ https://youtu.be/YLRFT11vqlw?t=162 KT 인터넷 쓰는거 맞다 무선만 옮긴거다', 0.2435588836669922, 'Yes')"
"('찾았다 ㅅㅂ https://youtu.be/YLRFT11vqlw?t=162 KT 인터넷 쓰는거 맞다 무선만 옮긴거다', 0.2411501407623291, 'Yes')"
"('찾았다 ㅅㅂ https://youtu.be/YLRFT11vqlw?t=162 KT 인터넷 쓰는거 맞다 무선만 옮긴거다', 0.2407233715057373, 'Yes')"
"('근데 이지랄해도 kt가 인터넷회사중엔 젤 나음. sk인터넷 헬이고 lg도 별로임.', 0.2402031421661377, 'Yes')"
"('Kt 2010년도부터 핸드폰 유선인터넷 사용하는데 핸드폰은 회사 사무실가도 간혈적으로 끊기고(서울임) 집 인터넷은 가끔씩 이유없이 나갔다가 1~2분뒤에 돌아옴 바꾸고싶은데 부모님이 싸니 나뚜자고 해서 집 인테넷은 놔둘껀데 핸드폰은 갈아탈듯', 0.30179548263549805, 'Yes')"
"('잇섭 폰만 옮긴줄 알앗는데 원래 폰 skt kt lgu 로 유명하니까 집 인터넷도 옮김?', 0.24386239051818848, 'Yes')"
"('할인땜에 그렇게 하는경우 많은데 핸드폰은 sk 가 여러측면에서 나아서 나도 kt 10년쓰다 갈아탐 인터넷은 무조건 kt 이기도 함 해외망도 그렇고', 0.28752660751342773, 'Yes')"
"('근데 가족하고 같이살면 폰하고 인터넷 결합시켜야 할인 더됨 그래서 다 kt쓰는중', 0.24263453483581543, 'Yes')"
"('시골 본가 인터넷 다른거 바끄고 싶어도 kt밖에 안된다는데 짜증나네 ㅋㅋ', 0.24496984481811523, 'Yes')"
"('난 sk쓰다가 kt로 왔는데 여기서 옮길려고 해도 여기보다 나은 인터넷 회사가 없잖아', 0.2403426170349121, 'Yes')"
"('집 KT 인터넷 하루 150기가임? 어쩐지 나 1기가짜리인데 지금 해보니 100메가 속도 걸리네..110~100 사이 나옴~ 자정 넘어가서 다시 속도 체크해보면 800~900 메가 나옴 흠...', 0.2763381004333496, 'Yes')"
"('지방인터넷은 kt가 1등이긴 함 군부대를 kt가 다 해서 지방에 다 깔려있어서', 0.23687338829040527, 'Yes')"
"('KT도 빙신인데 내 경험상 헬로비전도 아주 개씨발이었음. 지금은 CJ한테 먹혀서 어떨지모르겠는데 헬로비전 인터넷은 ㄹㅇ 폐기물이었음', 0.27042508125305176, 'Yes')"
"('한 3개월 전? 그 때 게임이야기 댓글에서 난 아무생각없이 가족결합 때문에 내가 방금 kt에서 sk로 인터넷, tv 바꿨다고 했을 때 그래도 인터넷은 kt고 해외선 이용하면 더 그렇다고 댓글들이 많았었는데(그래서 속으로 멘붕) 어째 그 짧은 기간에 회사반응이 이리 바뀜?', 0.29813146591186523, 'Yes')"
"('sk 십년넘게 쓰다가 1년에 3,4번씩 인터넷이 완전 끊기는 일이 생겨서 가장 질이 좋다는 kt로 바꿨는데.. KT 100메가 쓰다가 500으로 바꿨는데 그 후 존나 끊김 10초 끊기도 연결되고 개 지 랄 인터넷만 하면 그나마 상관없는데 게임할때 저러면 진짜 눈깔돌아감 인터넷끊기도 캐릭터사망 ㅅㅂ ㅋㅋㅋ 다음 인터넷 어디로 바꿀지 고민임 빨리 약정기간이 끝나야지 에휴 ㅅㅂ', 0.3060622215270996, 'Yes')"
"('나도 인터넷 tv 폰 묶음으로 kt쓰는데 인터넷 속도도 좀 이상하고, 폰도 남들 다 터지는 산속 카페나 엘베에서 나만 안터질때 졸라 많고.. 뭔 깡촌사는것도 아니고 수도권 거주중인데 ㅅㅂ..', 0.3075408935546875, 'Yes')"
"('지금 kt 인터넷 3개 쓰는데 sk가 더 좋나??바꾸ㅡ고싶긴한데', 0.24117803573608398, 'Yes')"
"('헬쥐라는 소문을 듣고도 엘지로 갈아탔다. 내 인생 최고의 선택 중 하나였음. KT가 ㅈㄴ 짜증나는게 새벽만 되면 더 자주 끊기거나 느려짐. 들어보니 동네마다 잘 터지는 인터넷이 있다고 한다. 우리 동네는 엘지가 좋더라.', 0.2830851078033447, 'Yes')"
"('인터넷은 kt라고 빨던애들 다 어디갔음..', 0.2384493350982666, 'Yes')"
"('요새 인터넷 ㅈㄴ맘에안들던데 kt쓰는데 어디로 갈아타야해요?', 0.24027061462402344, 'Yes')"
"('나 얼마전에 그래서 인터넷선 바꾸고 개지랄을 떨었는데 KT모뎀 껏다키니까 괜찮아졌음', 0.24345016479492188, 'Yes')"
"('나도 일단 근 1~2년간 KT인터넷 끊김 너무 심해져서 걍 바꿧음 다른데도 한번 써봐야 직접 비교가 되지', 0.2684483528137207, 'Yes')"
"('나 kt 인터넷 4년 쓰면서 속도저하 한번도 없었는데 주변에 생각보다 많더라', 0.23809027671813965, 'Yes')"
"('아니 나 요즘 KT 인터넷 존나 끊기는데 왜 이럼? 진짜 하루에 3~4번은 끊김', 0.24277257919311523, 'Yes')"
"('컴퓨터 문제가 아니라 인터넷 문제면 환불 해주나?? 협박하는 kt꼬라지 보소', 0.2502107620239258, 'Yes')"
"('보통 유선 인터넷은 kt가 1황이고 그 다음에 lg, sk 순이에요. 왜 그러냐면 kt는 해외랑 연결되는 단독 회선망이 있는데 sk는 일본 거였나? 타사 걸 빌려 써서 게임 많이 하는 사람들은 잘 안 써요', 0.28234124183654785, 'Yes')"
"('kt기가인터넷', 0.232588529586792, 'Yes')"
"('그런가 이참에 인터넷을 바꿔야하나? 근데 kt도 똑같으면 우짤', 0.24387812614440918, 'Yes')"
"('비와서 그빌라 kt인터넷 맛간것 같은데', 0.23740863800048828, 'Yes')"
"('알려주신 대로 KT도 있네요! 어차피 이사가면 기존거 KT 인터넷+TV 이전하더라도 기가지니2 이거 사용중인데 좀 다른걸로 바꾸려고 했거든요. 진짜 감사합니다!', 0.2728276252746582, 'Yes')"
"('인터넷은 KT가 젤좋지않나', 0.2382521629333496, 'Yes')"
"('kt인터넷 요새 왜케 느려짐??? 개짜증내네 계속 전화해서 신호 새로 넣어달라고 함 귀찮아 죽겠네', 0.2689347267150879, 'Yes')"
"('KYㅈㄴ 안터진다 KT만걸러라 남들 인터넷 다 되는데 나만안됨', 0.24323582649230957, 'Yes')"
"('kt인터넷이 그럴 일 없어... 문의 감사합니다 :)', 0.24028873443603516, 'Yes')"
"('인터넷 핸드폰 kt임 ㅌㅅ', 0.2428889274597168, 'Yes')"
"('내가 kt,sk,lg 다써봤는데, 인터넷은 kt가 제일 나았고, 모바일환경은 sk가 제일 나았음.', 0.24072265625, 'Yes')"
"('Sk는 인터넷 기가급이상쓰면 qos 제한 안걸어서 좋고 무선통신(폰) 품질이 가장 좋은편 대신 비대칭형이 많아서 알아보고 설치해야함 Kt는 인터넷 해외망구축이나 오지에도 기지국 설치가 잘된편 다만 장애가 자주생김 Lg는 가격이 그나마 저렴하고 셋톱박스 품질이 좋음 인터넷, 폰 은 평타-하위', 0.2984607219696045, 'Yes')"
"('Kt 인터넷 사용량 패킹도 확인못함?', 0.2463669776916504, 'Yes')"
"('뭐 이러니저러니해도 핸드폰쪽은 모르겠지만 인터넷은 kt못따라가... kt메인 라인에서 가지따서 끌어쓰는게 나머지 애들인걸... 가지따간애들이 문제생기면생기는거고 kt인터넷 문제생기면 나머지 통신사는 자동으로 문제 다 따라오는거니뭐 그냥 가정집은 지원금많이나오는거 따라가는게 베스트고 사업장같은경우는 어지간하면 kt가 나음', 0.30139660835266113, 'Yes')"
"('우리나라는 유선인터넷kt회선이라 그거ㅜ원툴임', 0.23780035972595215, 'Yes')"
"('ㅇㅇ 나 끊김 때문에 짜증나서 도저히 lg 인터넷 못 쓰겠어서 kt로 옮길거니 해지해 달라니까 상담사가 삼세번이나 다시 생각해보라고 계속 막길래 아 싫어요 해지해 달라고 화내니까 요금 할인+상품권 제시함. 알았다고 다시 전화하자 하고 kt 전화해서 상품에 대해 물어보니 조건은 lg랑 똑같은데 요금이 오히려 1000원 더 비쌈. 그래서 lg 다시 믿어보자 하고 혜택 다 ...', 0.3120136260986328, 'Yes')"
"('나도kt lte 쓰는데 자주 폰에서 인터넷이 끊기거나 느려서 조만간 갈아탈 예정', 0.24471569061279297, 'Yes')"
"('와 개공감함 kt5년이상 핸드폰 인터넷 쓰는중인데 어느순간 인터넷 간헐적으로 존나 끊기고 핸드폰도 간헐적으로 안터짐', 0.2738618850708008, 'Yes')"
"('요즘 kt 인터넷이 문제 많다는 소리 때문에 상대적 올려치기인듯', 0.23813176155090332, 'Yes')"
"('kt인터넷도 쓰레긴데 모바일은 더 쓰레기임', 0.23829054832458496, 'Yes')"
"('폰을 알뜰폰 sk망으로 쓰면 해결 되지 인터넷은 무조건 kt 이거 해야함', 0.23875117301940918, 'Yes')"
"('그래도 인터넷은 kt임 sk개쓰렉', 0.2356584072113037, 'Yes')"
"('인터넷은 kt쓰라던데 skt가 나음?', 0.23774933815002441, 'Yes')"
"('KT 약정다돼서 폰은일단 바꿨고 TV인터넷 바꿀라니까 이리 비쌌나 싶기도 하고 결합할인이 날 구속했었다', 0.289060115814209, 'Yes')"
"('은행말고 kt이색기들도 악질인게 인터넷 신청 할때는 엄청 빠르게 잡아주면서 해지할려고 하면 1시간 전화돌림 ㅋㅋㅋㅋㅋ진짜', 0.2750282287597656, 'Yes')"
"('인터넷땜에 아직은 kt', 0.2341780662536621, 'Yes')"
"('Kt 인터넷은 괜찮은데 핸드폰은 씨발같이 안터짐 개새끼들', 0.23788928985595703, 'Yes')"
"('단자함 kt 모뎀에서 벽 3개로 쏴주는형태임 거실1개 방2개 근데 방금 사서 연결한거라 그런지 70메가나오던데 5g 와이파이가 코앞에서 어제 1기가인터넷으로 업글까지햇는데 좀 아닌거같아서 찾아봐야될듯', 0.31607580184936523, 'Yes')"
"('kt 씨발 요새 인터넷 너무 끊겨 집인데도', 0.24383831024169922, 'Yes')"
"('kt 5g 매장 사무실만 들어가면 안 터져서 짜증남 비싼 5g 요금제 써도 lte 써야됨. 집 인터넷도 kt 쓰는데 핑 존나 튀고. kt 쓰는 사람 나밖에 없어서 s24 나올 때 알뜰폰으로 아예 갈아탈 거임', 0.27936720848083496, 'Yes')"
"('유선 인터넷 KT이고 무선망은 SK아니냐 ㅋㅋ', 0.24654865264892578, 'Yes')"
"('내가 이것때문에 빡쳐서 skt로 다시 변경했더니 끊기는거 사라짐. Kt 핸드폰 인터넷 개ㅈ구린거 맞음 ㅋㅋ', 0.2721371650695801, 'Yes')"
"('KT욕하면 가만 안둠..그나마 이시골 깡촌까지 인터넷이랑 iptv깔아 주는게 kt이고만..lg랑 sk는 돈대는 아파트만 들어가는 개잡놈들임', 0.26914000511169434, 'Yes')"
"('그럼 폰은 sk 쓰고 집 인터넷이랑 wifi는 kt를 쓰란말이심?? 참고로 iptv는 안씀...', 0.24534153938293457, 'Yes')"
"('이러기도 쉽지않은데 이걸 해내네,,,kt 하긴 요즘 인터넷속도로 문제많긴하더라...', 0.23970937728881836, 'Yes')"
"('ㄴㄴ인터넷은 무조건 KT 인터넷은 광랜인가 그 땅 아래 케이블 사업 땜에 넘사임', 0.23929262161254883, 'Yes')"
"('z690 토마호크 쓰고 kt 인터넷 썼었는데 일주일에 2~3번은 갑자기 10초정도씩 끊겨서 메인보드 문제인 줄 알았는데 인티폰 같이 슼으로 옮기면서 통신사 문제인 걸 알게 됨 ㅋㅋㅋ', 0.27602529525756836, 'Yes')"
"('일단 KT 5G 끊기는 상황 개많고 인터넷도 요즘 존나 끊기더라', 0.23925495147705078, 'Yes')"
"('LG -&gt; KT 로 가족들이 통신사 변경해서 뒤늦게 폰 바꾸면서 이번에 바꿨는데 서울/판교 주로 오가는데 일단 KT 지하주차장에서 ㅈㄴ게 안터지고 간간히 인터넷 느린 현상 있음 ㅠ', 0.2747230529785156, 'Yes')"
"('kt이새키들 통신투자 절대 안함 중계기 절대 안달어 엘티이조차 안터지는곳이 허다 유선인터넷 이거 하나로 버티는거임', 0.3116788864135742, 'Yes')"
"('kt 인터넷 150기가 쓰면 속도 제한 걸어버림 이것도 모르고 가입했다가 엄청 후회함.', 0.23906397819519043, 'Yes')"
"('한국전기통신공사 거쳐서 한국통신시절에 어마어마하게 깔아놓은 덕분에 kt는 ㄹㅇ 안들어가는곳이 없음ㅋㅋㅋ 요즘은 모르겠는데 군부대 인터넷도 다 kt고 tv도 kt스카이라이프 쓰자너 ㅋㅋ', 0.2835838794708252, 'Yes')"
"('KT 사용할때 예비군 받으러 산타면 인터넷 끊김 ㅋㅋ', 0.2390608787536621, 'Yes')"
"('유선+인터넷은 KT 넘사벽.', 0.23858880996704102, 'Yes')"
"('KT는 유선인터넷 결합 해논거 가지고 배짱 장사 하는 느낌이 듬.. lte 축소 한거 아닌가 싶을정도로 요새 상태가 좀 안좋음', 0.27000927925109863, 'Yes')"
"('Kt 는 유선인터넷 원툴 아니냐? Sk는 무선망에서 좋고 Lg는 iptv쪽이 좋던데', 0.23879075050354004, 'Yes')"
"('Kt 슬슬 거를때 된듯 억지로쓰고있는데 이사가면 싹다바꿀거 특히 인터넷 ㅅㅂ 한번씩 끊길때마다 혈압 인터넷 좋다는것도 옛말이다 걍 슼 엘 쓰셈', 0.27878546714782715, 'Yes')"
"('kt 인터넷 다운속도 갑자기 5mb 아래로 떨어지는 현상이 매일같이 비슷한 시간대에 발생함; 업로드 속도는 정상, 그 때 바로 상담사 연결하려고 해도 시간이 늦어 상담사 연결을 할 수 없음;;; 근데 한 5~10분 사이에 정상적으로 돌아와서 애매함ㅋ개열받음', 0.2994217872619629, 'Yes')"
"('3사 다 써본 결과 kt가 제일 인터넷 품질 쓰레기임 엘지도 딱히 좋지는 않은데...kt에 비하면 선녀', 0.2692270278930664, 'Yes')"
"('서울인데 kt 인터넷 진짜 자잘하게 많이, 시발소리 나올정도로 크게 종종 끊김. 진짜 개씨발임', 0.24261927604675293, 'Yes')"
"('그것도 옛말임 kt인터넷존나 끊김', 0.23748183250427246, 'Yes')"
"('KT인터넷도 옛말이야 ㅆㅂ 존나 끊겨서 바꿀려고 했는데 결합때문에 못 바꿈', 0.2408146858215332, 'Yes')"
"('올레티비랑 유선인터넷때문에 결합한다고 어쩔수 없이 kt 씀.. 솔직히 티비랑 인터넷은 다써봐도 kt가 젤 나은거 같아서', 0.27165961265563965, 'Yes')"
"('반응들이 모바일은 sk 집 인터넷은kt 이건가', 0.23626184463500977, 'Yes')"
"('인터넷은 kt 이래서 많이 쓰니까 그만큼 튕기는 인간들도 잘보이는거같은데 걍 농네마다 집마다 케이스가 달라서', 0.2702329158782959, 'Yes')"
"('원래 유선 인터넷은 KT가 좋다 그랬는데 요새는 아닌가봄?', 0.2440803050994873, 'Yes')"
"('모바일은 sk가 너무 좋고 집 인터넷은 KT가 제일 좋더라', 0.23912787437438965, 'Yes')"
"('해외서버 인터넷은 kt..', 0.2345421314239502, 'Yes')"
"('KT는 집 인터넷 말곤 메리트가 없긴해', 0.2543032169342041, 'Yes')"
"('핸드폰 : sk 인터넷 : kt 근본', 0.24063587188720703, 'Yes')"
